Pasal-Ayat,Isi
1531,"Jika pembeli meninggalkan beberapa orang ahli waris, maka hak membeli kembali tidak dapat dipergunakan terhadap masing-masing dari mereka selain untuk jumlah sebesar bagiannya, baik dalam harta peninggalan yang belum dibagi maupun dalam hal harta peninggalan yang sudah dibagi di antara para ahli waris. Namun jika harta peninggalan itu sudah dibagi dan barang yang dijual itu jatuh ke tangan salah seorang dari para ahli waris itu, maka tuntutan untuk membeli kembali dapat diajukan terhadap ahli waris ini untuk seluruhnya."
1532,"Penjual yang menggunakan perjanjian membeli tidak saja wajib mengembalikan seluruh uang harga pembelian semula melainkan juga mengganti semua biaya menurut hukum, yang telah dikeluarkan waktu menyelenggarakan pembelian serta penyerahannya, begitu pula biaya yang perlu untuk pembetulan-pembetulan dan biaya yang menyebabkan barang yang dijual bertambah harganya, yaitu sejumlah tambahannya itu. Ia tidak dapat memperoleh penguasaan atau barang yang dibelinya kembali, selain setelah memenuhi segala kewajiban ini. Bila penjual memperoleh harganya kembali akibat perjanjian membeli kembali maka barang itu harus diserahkan kepadanya bebas dari semua beban dan hipotek yang diletakkan atasnya oleh pembeli namun ia wajib menepati persetujuan-persetujuan sewa yang dengan itikad baik telah dibuat oleh pembeli"
1533,"Penjualan suatu piutang meliputi segala sesuatu yang melekat padanya seperti penanggungan, hak istimewa dan hak hipotek."
1534,"Barang siapa menjual suatu piutang atau suatu hak yang tak berwujud lainnya, harus menanggung hak-hak itu benar ada pada waktu diserahkan biar pun penjualan dilakukan tanpa janji penanggungan."
1535,"Ia tidak bertanggung jawab atas kemampuan debitur kecuali jika ia mengikatkan dirinya untuk itu, tetapi dalam hak demikian pun ia hanya bertanggung jawab untuk jumlah harga pembelian yang telah diterimanya."
1536,"Jika ia telah berjanji untuk menanggung cukup mampunya debitur, maka janji ini harus diartikan sebagai janji mengenai kemampuannya pada waktu itu, dan bukan mengenai keadaan di kemudian hari kecuali jika dengan tegas dijanjikan sebaliknya."
1537,"Barang siapa menjual suatu warisan tanpa memberi keterangan tentang barang demi barang, tidaklah menanggung apa-apa selain kedudukannya sebagai ahli waris.
"
1538,"Jika ia menikmati hasil suatu barang atau telah menerima suatu jumlah sebesar suatu piutang yang termasuk warisan tersebut, ataupun telah menjual beberapa barang dari harta peninggalan itu maka ia diwajibkan untuk menggantinya jika tidak dengan tegas diperjanjikan lain."
1539,"Sebaliknya, pembeli diwajibkan mengganti kepada penjual itu segala sesuatu yang oleh orang itu telah dikeluarkan untuk membayar utang-utang dan orang yang memegang suatu piutang terhadap warisan itu, kecuali jika diperjanjikan sebaliknya."
1540,"Bila sebelum penyerahan suatu piutang yang telah dijual, debitur membayar utangnya kepada penjual, maka hal itu cukup untuk membebaskan debitur."
1541,Tukar menukar ialah suatu persetujuan dengan mana kedua belah pihak mengikatkan diri untuk saling memberikan suatu barang secara timbal balik sebagai ganti suatu barang lain.
1542,"Segala sesuatu yang dapat dijual, dapat pula jadi pokok persetujuan tukar-menukar"
1543,"Jika pihak yang satu telah menerima barang yang ditukarkan kepadanya, dan kemudian ia membuktikan kepada pihak yang lain bukan pemilik barang tersebut maka ia tidak dapat dipaksa untuk menyerahkan barang yang telah ia janjikan dari pihaknya sendiri melainkan hanya untuk mengembalikan barang yang telah diterimanya."
1544,"Barang siapa karena suatu tuntutan hak melalui hukum terpaksa melepaskan barang yang diterimanya dalam suatu tukar menukar, dapat memilih akan menuntut penggantian biaya, kerugian dan bunga dari pihak lawannya atau akan menuntut pengembalian barang yang telah ia berikan."
1545,"Jika barang tertentu, yang telah dijanjikan untuk ditukar musnah di luar kesalahan pemiliknya, maka persetujuan dianggap gugur dan pihak yang telah memenuhi persetujuan dapat menuntut kembali barang yang telah ia berikan dalam tukar-menukar."
1546,"Untuk lain-lainnya, aturan-aturan tentang persetujuan jual beli berlaku terhadap persetujuan tukarmenukar."
1547,"Dihapuskan dengan S. 1926 - 335 jis. 458,565, dan S.1927-108."
1548,"Sewa menyewa adalah suatu persetujuan, dengan mana pihak yang satu mengikatkan diri untuk memberikan kenikmatan suatu barang kepada pihak yang lain selama waktu tertentu, dengan pembayaran suatu harga yang disanggupi oleh pihak tersebut terakhir itu. Orang dapat menyewakan pelbagai jenis barang, baik yang tetap maupun yang bergerak"
1549,Dihapus dengan S. 1926 - 335 jo. 458.
1550,"Pihak yang menyewakan karena sifat persetujuan dan tanpa perlu adanya suatu janji, wajib untuk, 1. menyerahkan barang yang disewakan kepada penyewa, 2. memelihara barang itu sedemikian rupa sehingga dapat dipakai untuk keperluan yang dimaksud, 3. memberikan hak kepada penyewa untuk menikmati barang yang disewakan itu dengan tenteram selama berlangsungnya sewa."
1551,"Pihak yang menyewakan wajib untuk menyerahkan barang yang disewakan dalam keadaan terpelihara segala-galanya. Selama waktu sewa, ia harus menyuruh melakukan pembetulanpembetulan yang perlu dilakukan pada barang yang disewakan, kecuali pembentukan yang menjadi kewajiban penyewa."
1552,"Pihak yang menyewakan harus menanggung penyewa terhadap semua cacat barang yang disewakan yang merintangi pemakaian barang itu, meskipun pihak yang menyewakan itu sendiri tidak mengetahuinya pada waktu dibuat persetujuan sewa. Jika cacat-cacat itu telah mengakibatkan suatu kerugian bagi penyewa, maka pihak yang menyewakan wajib memberikan ganti rugi."
1553,"Jika barang yang disewakan musnah sama sekali dalam masa sewa karena suatu kejadian yang tak disengaja, maka persetujuan sewa gugur demi hukum. Jika barang yang bersangkutan hanya sebagian musnah, maka penyewa dapat memilih menurut keadaan, akan meminta pengurangan harga atau akan meminta pembatalan persetujuan sewa, tetapi dalam kedua hal itu ia tidak berhak atas ganti rugi.
"
1554,"Pihak yang menyewakan tidak diperkenankan selama waktu sewa, mengubah bentuk atau susunan barang yang disewakan."
1555,"Jika dalam masa sewa pada barang yang disewakan itu terpaksa diadakan pembetulanpembetulan yang tidak dapat ditunda sampai berakhirnya masa sewa, maka penyewa harus menerimanya betapapun beratnya kesusahan yang disebabkannya, dan meskipun selama dilakukannya pembetulan-pembetulan itu ia terpaksa kehilangan sebagian dari barang yang disewakan. Tetapi jika pembetulan-pembetulan itu berlangsung lebih lama dari empat puluh hari, maka harga sewa harus dikurangi menurut banyaknya waktu yang tersita dan bagian barang sewa yang tidak dapat dipakai oleh penyewa. Jika pembetulan-pembetulan sedemikian rupa sifatnya, sehingga barang sewa yang perlu ditempati oleh penyewa dan keluarganya tak dapat didiami, maka penyewa dapat memutuskan sewanya."
1556,"Pihak yang menyewakan tidak wajib menjamin penyewa terhadap rintangan dalam merintangi dalam menikmati barang sewa yang dilakukan oleh pihak ketiga tanpa berdasarkan suatu hak atas barang sewa itu, hal ini tidak mengurangi hak penyewa untuk menuntut sendiri orang itu."
1557,"Jika sebaliknya penyewa diganggu dalam kenikmatannya karena suatu tuntutan hukum mengenai hak milik atas barang yang bersangkutan, maka ia berhak menuntut pengurangan harga sewa menurut perimbangan, asal gangguan atau rintangan itu telah diberitahukan secara sah kepada pemilik."
1558,"Jika orang-orang yang melakukan perbuatan-perbuatan tersebut menyatakan bahwa mereka mempunyai suatu hak atas barang yang disewakan, atau jika penyewa sendiri digugat untuk mengosongkan seluruh atau sebagian dari barang yang disewa atau untuk menerima pelaksanaan pengabdian pekarangan, maka ia wajib memberitahukan hal itu kepada pihak yang menyewakan dan dapat memanggil pihak tersebut sebagai penanggung. Bahkan ia dapat menuntut supaya ia dikeluarkan dari perkara, asal ia menunjuk untuk siapa ia menguasai barang yang bersangkutan."
1559,"Penyewa, jika tidak diizinkan, tidak boleh menyalahgunakan barang yang disewanya atau melepaskan sewanya kepada orang lain, atas ancaman pembatalan persetujuan sewa dan penggantian biaya, kerugian dan bunga sedangkan pihak yang menyewakan, setelah pembatalan itu, tidak wajib menaati persetujuan ulang sewa itu. Jika yang disewa itu berupa sebuah rumah yang didiami sendiri oleh penyewa, maka dapatlah ia atas tanggung jawab sendiri menyewakan sebagian kepada orang lain jika hak itu tidak dilarang dalam persetujuan."
1560,"Penyewa harus menepati dua kewajiban utama: 1. memakai barang sewa sebagai seorang kepala rumah tangga yang baik, sesuai dengan tujuan barang itu menurut persetujuan sewa atau jika tidak ada persetujuan mengenai hal itu, sesuai dengan tujuan barang itu menurut persangkaan menyangkut keadaan, 2. membayar harga sewa pada waktu yang telah ditentukan."
1561,"Jika penyewa memakai barang yang disewa untuk suatu keperluan lain dari yang menjadi tujuannya, atau untuk suatu keperluan yang dapat menimbulkan suatu kerugian bagi pihak yang menyewakan maka pihak ini, menurut keadaan dapat meminta pembatalan sewa."
1562,"Jika antara pihak yang menyewakan dan pihak yang menyewa telah dibuat suatu pertelaan tentang barang yang disewakan, maka pihak yang belakangan ini wajib mengembalikan barang itu dalam keadaan seperti waktu barang itu diterima menurut pertelaan tersebut kecuali yang telah musnah atau berkurang harganya sebagai akibat dari tuanya barang atau sebagai akibat dari kejadian-kejadian yang tak disengaja dan tak dapat dihindarkan."
1563,"Jika tidak dibuat suatu pertelaan maka penyewa, mengenai pemeliharaan yang menjadi beban para penyewa, dianggap telah menerima barang yang disewa itu dalam keadaan baik, kecuali jika dibuktikan sebaliknya dan ia harus mengembalikan barang itu dalam keadaan yang sama."
1564,"Penyewa bertanggung jawab atas segala kerusakan yang ditimbulkan pada barang yang disewakan selama waktu sewa, kecuali jika ia membuktikan bahwa kerusakan itu terjadi di luar kesalahannya."
1565,"Akan tetapi ia tidak bertanggung jawab atas kebakaran, kecuali jika pihak yang menyewakan membuktikan bahwa kebakaran itu disebabkan oleh kesalahan penyewa."
1566,"Penyewa bertanggung jawab atas segala kerusakan atau kerugian yang ditimbulkan pada barang sewa oleh teman-temannya serumah, atau oleh mereka yang mengambil alih sewanya."
1567,"Pada waktu mengosongkan barang yang disewa, penyewa boleh membongkar dan membawa segala sesuatu yang dengan biaya sendiri telah dibuat pada barang yang disewa asal pembongkaran dan pembawaan itu dilakukan tanpa merusak barang yang disewa."
1568,Dihapus dengan S. 1925 - 525.
1569,"Jika terjadi perselisihan tentang harga sewa yang dibuat secara lisan dan sudah dijalankan, sedangkan tanda bukti pembayaran tidak ada, maka pihak yang menyewakan harus dipercaya atas sumpahnya kecuali bila penyewa memilih untuk menyuruh para ahli menaksir harga sewa."
1570,"Jika sewa dibuat dengan tulisan, maka sewa itu berakhir demi hukum bila waktu yang ditentukan telah lampau, tanpa diperlukan suatu pemberhentian untuk itu."
1571,"Jika sewa tidak dibuat dengan tulisan, maka sewa itu tidak berakhir pada waktu yang ditentukan, melainkan setelah salah satu pihak memberitahukan kepada pihak yang lain bahwa ia hendak menghentikan sewanya dengan mengindahkan tenggang waktu yang diharuskan menurut kebiasaan setempat."
1572,"Jika pihak yang satu telah memberitahukan kepada pihak yang lain bahwa ia berhak menghentikan sewanya, maka penyewa meskipun ia tetap menikmati barang yang bersangkutan, tidak dapat mengemukakan adanya suatu penyewa ulang secara diam-diam."
1573,"Jika setelah berakhir suatu penyewaan yang dibuat secara tertulis, penyewa tetap menguasai barang yang disewa dan dibiarkan menguasainya, maka terjadilah suatu sewa baru, yang akibatakibatnya diatur dalam Pasal-pasal mengenai penyewaan secara lisan."
1574,"Dalam hal kedua pasal tersebut di atas, penanggungan utang yang dibuat untuk penyewaan tidak meliputi kewajiban yang terjadi akibat perpanjangan sewa."
1575,Persetujuan sewa sekali-kali tidak hapus dengan meninggalnya pihak yang menyewakan ataupun pihak yang menyewa.
1576,"Dengan dijualnya barang yang disewa, sewa yang dibuat sebelumnya tidak diputuskan kecuali bila telah diperjanjikan pada waktu menyewakan barang. Jika ada suatu perjanjian demikian, penyewa tidak berhak menuntut ganti rugi bila tidak ada suatu perjanjian yang tegas, tetapi jika ada perjanjian demikian, maka ia tidak wajib mengosongkan barang yang disewa selama ganti rugi yang terutang belum dilunasi."
1577,"Pembeli dengan perjanjian membeli kembali tidak dapat menggunakan wewenangnya untuk memaksa penyewa mengosongkan barang yang disewa, sebelum ia menjadi pemilik mutlak dengan lewatnya tenggang waktu yang ditentukan untuk pembelian kembali."
1578,"Seorang pembeli yang hendak menggunakan wewenangnya yang diperjanjikan dalam persetujuan sewa, untuk memaksa penyewa mengosongkan barang sewa jika barangnya dijual, wajib memperingatkan penyewa sekian lama sebelumnya, sebagaimana diharuskan oleh adat setempat mengenai penghentian sewa. Dalam hal sewa tanah, peringatan tersebut harus disampaikan sedikitnya satu tahun sebelum pengosongan."
1579,"Pihak yang menyewakan tidak dapat menghentikan sewa dengan menyatakan hendak memakai sendiri barangnya yang disewakan, kecuali jika telah diperjanjikan sebaliknya."
1580,Jika dalam persetujuan sewa telah disetujui bahwa pihak yang menyewakan akan berhak memakai sendiri rumah atau tanah yang disewakan maka ia wajib memberitahukan kehendaknya untuk menghentikan sewa sekian lama sebelumnya. sebagaimana ditetapkan dalam Pasal 1578.
1581,Penyewa yang tidak melengkapi sebuah sewa rumah dengan perabot rumah secukupnya. dapat dipaksa untuk mengosongkan rumah itu kecuali bila ia memberikan cukup jaminan untuk pembayaran uang sewa.
1582,Seorang penyewa kedua tidak wajib membayar kepada pemilik lebih dari jumlah harga sewa kedua yang masih terutang kepada penyewa pertama pada waktu dilakukan suatu penyitaan. dan ia tak boleh mengajukan pembayaran yang dilakukan sebelumnya. kecuali jika pembayaran itu dilakukan menurut suatu perjanjian yang dinyatakan dalam persetujuan sewa itu atau menurut kebiasaan setempat.
1583,"Pembetulan-pembetulan kecil sehari-hari, dipikul oleh penyewa. Jika tidak ada persetujuan mengenai hal itu maka dianggap demikianlah pembetulan pada lemari toko, daun jendela, kunci dalam, kaca jendela, baik di dalam maupun di luar rumah dan segala sesuatu yang dianggap termasuk itu, menurut kebiasaan setempat. Meskipun demikian, pembetulan-pembetulan itu harus dipikul oleh pihak yang menyewakan bila pembetulan itu terpaksa dilakukan karena kerusakan barang yang disewa atau karena keadaan yang memaksa."
1584,"Menjaga kebersihan sumur, kolam air hujan, dan tempat buang air besar dibebankan kepada pihak yang menyewakan, jika tidak diperjanjikan sebaliknya. Menjaga kebersihan asap, jika tidak ada perjanjian dibebankan kepada pihak yang menyewa."
